channel_id,source_carrier_id,target_carrier_id,source_state,target_state,probability,probability_fraction,claim_boundary,support,support_rule
bit_flip_p_0_25,X2,Y2,11,00,0.0625,1/16,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_25,X2,Y2,11,01,0.1875,3/16,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_25,X2,Y2,11,10,0.1875,3/16,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_25,X2,Y2,11,11,0.5625,9/16,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,00,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,00,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,00,10,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,00,11,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,01,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,01,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,01,10,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,01,11,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,10,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,10,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,10,10,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,10,11,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,11,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,11,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,11,10,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
bit_flip_p_0_50,X2,Y2,11,11,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,00,00,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,00,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,01,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,01,01,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,10,10,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,10,11,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,11,10,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_preserved_B_noisy_p_0_25,X2,Y2,11,11,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,00,00,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,00,10,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,01,01,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,01,11,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,10,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,10,10,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,11,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_noisy_B_preserved_p_0_25,X2,Y2,11,11,0.75,3/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,00,00,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,00,10,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,01,01,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,01,11,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,10,00,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,10,10,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,11,01,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_A_erased_B_preserved,X2,Y2,11,11,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,00,00,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,00,01,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,01,00,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,01,01,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,10,10,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,10,11,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,11,10,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
asym_B_erased_A_preserved,X2,Y2,11,11,0.5,1/2,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,00,00,0.9,9/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,00,01,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,00,10,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,01,00,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,01,01,0.9,9/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,01,11,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,10,00,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,10,10,0.9,9/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,10,11,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,11,01,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,11,10,0.05,1/20,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_10,X2,Y2,11,11,0.9,9/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,00,00,0.8,4/5,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,00,01,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,00,10,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,01,00,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,01,01,0.8,4/5,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,01,11,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,10,00,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,10,10,0.8,4/5,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,10,11,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,11,01,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,11,10,0.1,1/10,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
marginal_joint_degrade_q_0_20,X2,Y2,11,11,0.8,4/5,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
output_marginal_matched_uniform,X2,Y2,00,00,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
output_marginal_matched_uniform,X2,Y2,00,01,0.25,1/4,"prebiotic stochastic channel probe only; no Omega validation, no valuer detection, no agency, no identity, no compatibility detection, no ethical claim",1,K(y|x) > 0
