rule_id,stratum,classification,stage1_score,relation_asymmetry_priority
q3g3_s1_00027,S1_random_unbiased,mixed,0.1597922437231074,0.562231968655378
q3g3_s1_00026,S1_random_unbiased,emitter_or_generator,0.1758691605519183,0.6187988982382311
q3g3_s1_00020,S1_random_unbiased,frozen_order,0.000900019199872033,0.0031000661328925583
q3g3_s1_00021,S1_random_unbiased,chaotic,0.0839233752980097,0.2890694038042556
q3g3_s1_00037,S1_random_unbiased,frozen_order,5.612004784519928e-05,0.00019330238702235306
q3g3_s1_00030,S1_random_unbiased,emitter_or_generator,0.1892840315247547,0.6519783308074885
q3g3_s1_00023,S1_random_unbiased,chaotic,0.08832629360940576,0.3238630765678211
q3g3_s1_00022,S1_random_unbiased,chaotic,0.09123098120231585,0.30748219590410153
q3g3_s1_00032,S1_random_unbiased,emitter_or_generator,0.13970454514719308,0.5019015140473233
q3g3_s1_00025,S1_random_unbiased,emitter_or_generator,0.14889823436999805,0.5239011950055487
q3g3_s1_00024,S1_random_unbiased,chaotic,0.09616293293967197,0.33835106034329027
q3g3_s1_00033,S1_random_unbiased,chaotic,0.06453341008314158,0.23184225103943454
q3g3_s1_00028,S1_random_unbiased,emitter_or_generator,0.15428208246272973,0.49713115460212914
q3g3_s1_00034,S1_random_unbiased,emitter_or_generator,0.13816444431403993,0.4554309460722057
q3g3_s1_00031,S1_random_unbiased,chaotic,0.04439858836949562,0.15621725537415124
q3g3_s1_00036,S1_random_unbiased,emitter_or_generator,0.14815670282132093,0.4993429613607483
q3g3_s1_00038,S1_random_unbiased,chaotic,0.09884451013763683,0.3551080549389175
q3g3_s1_00040,S1_random_unbiased,transported_identity,0.07859428485828092,0.276535446723581
q3g3_s1_00039,S1_random_unbiased,chaotic,0.08161958431386876,0.28718001888213085
q3g3_s1_00041,S1_random_unbiased,chaotic,0.09983263842497869,0.3660530075582552
q3g3_s1_00045,S1_random_unbiased,transported_identity,0.17169458532956008,0.6041105780114151
q3g3_s1_00053,S1_random_unbiased,transported_identity,0.062330672131979875,0.21931162416807734
q3g3_s1_00044,S1_random_unbiased,emitter_or_generator,0.13969141578460595,0.48115932103586495
q3g3_s1_00047,S1_random_unbiased,emitter_or_generator,0.14436707092644435,0.48657049830764576
q3g3_s1_00043,S1_random_unbiased,emitter_or_generator,0.18828297467039914,0.6485302460869304
q3g3_s1_00054,S1_random_unbiased,localized_persistence,0.029750247028611728,0.10247307309855151
q3g3_s1_00046,S1_random_unbiased,emitter_or_generator,0.10099085139570625,0.3403765732225655
q3g3_s1_00052,S1_random_unbiased,transported_identity,0.0945740881528587,0.3327606805378362
q3g3_s1_00042,S1_random_unbiased,transported_identity,0.08759923688415017,0.3082195371849728
q3g3_s1_00048,S1_random_unbiased,emitter_or_generator,0.12313968202113129,0.43326925155583235
q3g3_s1_00051,S1_random_unbiased,chaotic,0.1045812166673357,0.36797094753321824
q3g3_s1_00049,S1_random_unbiased,emitter_or_generator,0.13330806930007918,0.44929756690026684
q3g3_s1_00050,S1_random_unbiased,chaotic,0.0754980114093729,0.2544562606760346
q3g3_s1_00055,S1_random_unbiased,emitter_or_generator,0.16434856173203682,0.5904374254817619
q3g3_s1_00056,S1_random_unbiased,emitter_or_generator,0.14285900705319032,0.49206991318321114
q3g3_s1_00059,S1_random_unbiased,emitter_or_generator,0.014798951683336078,0.04878172962284855
q3g3_s1_00058,S1_random_unbiased,transported_identity,0.14218596039695233,0.479219348004543
q3g3_s1_00073,S1_random_unbiased,collapse,0.0,0.0
q3g3_s1_00065,S1_random_unbiased,transported_identity,0.10211272768544206,0.3668494290921437
q3g3_s1_00057,S1_random_unbiased,chaotic,0.13336786088911637,0.4692572883135576
q3g3_s1_00060,S1_random_unbiased,transported_identity,0.13588101962384522,0.46803462314880023
q3g3_s1_00064,S1_random_unbiased,transported_identity,0.10343951563226902,0.34862947861246224
q3g3_s1_00066,S1_random_unbiased,emitter_or_generator,0.09679628191729894,0.34057951044975554
q3g3_s1_00069,S1_random_unbiased,transported_identity,0.14056067789766444,0.49456534815844894
q3g3_s1_00061,S1_random_unbiased,chaotic,0.09510852491812787,0.32759603027355155
q3g3_s1_00063,S1_random_unbiased,chaotic,0.1169543057282867,0.4028426086196542
q3g3_s1_00062,S1_random_unbiased,chaotic,0.09197424589736301,0.3372389016236644
q3g3_s1_00067,S1_random_unbiased,emitter_or_generator,0.1149024020670978,0.4042862294953441
q3g3_s1_00068,S1_random_unbiased,emitter_or_generator,0.12234584981868973,0.412350827166695
q3g3_s1_00071,S1_random_unbiased,chaotic,0.08349031753508389,0.2937622283641841
q3g3_s1_00072,S1_random_unbiased,transported_identity,0.105713163047571,0.3562925124936652
q3g3_s1_00070,S1_random_unbiased,chaotic,0.058209637945337483,0.20912351409991614
q3g3_s1_00085,S1_random_unbiased,collapse,2.301759303159662e-07,7.757781355093675e-07
q3g3_s1_00075,S1_random_unbiased,emitter_or_generator,0.0021415377376170276,0.0070591429128857575
q3g3_s1_00082,S1_random_unbiased,frozen_order,0.001737954972162854,0.005600077132524752
q3g3_s1_00089,S1_random_unbiased,collapse,3.344665952746146e-05,0.00011272763025922195
q3g3_s1_00076,S1_random_unbiased,transported_identity,0.12255993832643217,0.41307238472982694
q3g3_s1_00078,S1_random_unbiased,localized_persistence,0.1365321880994325,0.4500505459573886
q3g3_s1_00077,S1_random_unbiased,emitter_or_generator,0.12642634946990397,0.42610362228745413
q3g3_s1_00074,S1_random_unbiased,chaotic,0.09734837915806377,0.3281000927179186
q3g3_s1_00079,S1_random_unbiased,emitter_or_generator,0.11778959483265314,0.40571971553469416
q3g3_s1_00080,S1_random_unbiased,chaotic,0.105668582730547,0.37962416758752066
q3g3_s1_00083,S1_random_unbiased,emitter_or_generator,0.16188593389427103,0.5695986562946573
q3g3_s1_00081,S1_random_unbiased,chaotic,0.10554291815906618,0.3713547120411588
q3g3_s1_00084,S1_random_unbiased,chaotic,0.07181888202241914,0.2473761491883326
q3g3_s1_00086,S1_random_unbiased,chaotic,0.09600024964950216,0.33066752657050746
q3g3_s1_00088,S1_random_unbiased,emitter_or_generator,0.15764586502548894,0.5430024239766842
q3g3_s1_00087,S1_random_unbiased,chaotic,0.08781242836056742,0.3154742796657422
q3g3_s1_00093,S1_random_unbiased,transported_identity,0.11028012603191713,0.37985376744327015
q3g3_s1_00097,S1_random_unbiased,mixed,0.0011151604216931425,0.0038411081191652686
q3g3_s1_00091,S1_random_unbiased,chaotic,0.08149535737000432,0.2927796172181637
q3g3_s1_00090,S1_random_unbiased,chaotic,0.09023862081720724,0.31750625843091435
q3g3_s1_00094,S1_random_unbiased,chaotic,0.09838645523368622,0.3315987935653869
q3g3_s1_00098,S1_random_unbiased,transported_identity,0.0931333232383329,0.3276913225052454
q3g3_s1_00092,S1_random_unbiased,chaotic,0.06067175823197138,0.21347470489026968
q3g3_s1_00095,S1_random_unbiased,emitter_or_generator,0.12029602772558098,0.42326380125667384
q3g3_s1_00101,S1_random_unbiased,transported_identity,0.08928455766870359,0.3009220276982232
q3g3_s1_00099,S1_random_unbiased,localized_persistence,0.1545219986881199,0.5093502919719507
q3g3_s1_00096,S1_random_unbiased,chaotic,0.04250155330802593,0.1432459759640874
q3g3_s1_00100,S1_random_unbiased,chaotic,0.024073647557463922,0.08292034158682018
q3g3_s1_00103,S1_random_unbiased,transported_identity,0.1381845626774744,0.45549726215908226
q3g3_s1_00105,S1_random_unbiased,transported_identity,0.1718018404655747,0.5790358326802703
q3g3_s1_00102,S1_random_unbiased,emitter_or_generator,0.1327548857448756,0.47693421915751605
q3g3_s1_00107,S1_random_unbiased,transported_identity,0.12635973450867363,0.4258791051959
q3g3_s1_00108,S1_random_unbiased,transported_identity,0.1680880324754019,0.5665189242689471
q3g3_s1_00104,S1_random_unbiased,chaotic,0.11485046214647875,0.4041034779227956
q3g3_s1_00106,S1_random_unbiased,chaotic,0.10174117502083291,0.3579782084066343
q3g3_s1_00109,S1_random_unbiased,emitter_or_generator,0.14499134945601633,0.4886745481665735
q3g3_s1_00110,S1_random_unbiased,localized_persistence,0.1686662349578085,0.5934552711478447
q3g3_s1_00113,S1_random_unbiased,emitter_or_generator,0.16388065360513207,0.5766171145365758
q3g3_s1_00111,S1_random_unbiased,chaotic,0.08892000147778567,0.2931066715378861
q3g3_s1_00112,S1_random_unbiased,chaotic,0.12995327478178725,0.46686917236419867
q3g3_s1_00114,S1_random_unbiased,emitter_or_generator,0.1895031634122199,0.6667703897837367
q3g3_s1_00115,S1_random_unbiased,transported_identity,0.03384930092461073,0.11157732527001314
q3g3_s1_00119,S1_random_unbiased,frozen_order,0.0023246903875700133,0.008351665466455233
q3g3_s1_00116,S1_random_unbiased,transported_identity,0.047211988260412494,0.15912188635916802
q3g3_s1_00118,S1_random_unbiased,transported_identity,0.14083068955593156,0.48508348624820874
q3g3_s1_00117,S1_random_unbiased,localized_persistence,0.19823574101222996,0.6828119968199032
q3g3_s1_00120,S1_random_unbiased,emitter_or_generator,0.16793398333377282,0.59087883024846
q3g3_s1_00125,S1_random_unbiased,emitter_or_generator,0.09389270209418402,0.3164531811322498
q3g3_s1_00124,S1_random_unbiased,emitter_or_generator,0.013284122132858288,0.046740429726723605
q3g3_s1_00121,S1_random_unbiased,emitter_or_generator,0.13468519437424856,0.4539389884465414
q3g3_s1_00123,S1_random_unbiased,emitter_or_generator,0.2134907678105219,0.7511712200740586
q3g3_s1_00122,S1_random_unbiased,transported_identity,0.254370379935463,0.895006892365518
q3g3_s1_00126,S1_random_unbiased,mixed,0.11569230137218992,0.41563530492971934
q3g3_s1_00130,S1_random_unbiased,transported_identity,0.06004865967731525,0.21573036995183625
q3g3_s1_00127,S1_random_unbiased,emitter_or_generator,0.14192967748324287,0.48886888910894766
q3g3_s1_00128,S1_random_unbiased,chaotic,0.11133872260130011,0.39174735730087074
q3g3_s1_00134,S1_random_unbiased,chaotic,0.09812161178536091,0.33797444059402093
q3g3_s1_00129,S1_random_unbiased,emitter_or_generator,0.10708179223575695,0.3688372843676073
q3g3_s1_00135,S1_random_unbiased,transported_identity,0.09640568240603818,0.3392051788360603
q3g3_s1_00131,S1_random_unbiased,chaotic,0.0857891551789922,0.30185073118534295
q3g3_s1_00133,S1_random_unbiased,emitter_or_generator,0.17257536103372387,0.5816428834840323
q3g3_s1_00132,S1_random_unbiased,chaotic,0.08795114854037882,0.30945774486429584
q3g3_s1_00136,S1_random_unbiased,chaotic,0.09255743054099952,0.29138450355499845
q3g3_s1_00137,S1_random_unbiased,chaotic,0.08937212388890885,0.3078373156173527
q3g3_s1_00141,S1_random_unbiased,mixed,0.023880126727177726,0.08225376983805661
q3g3_s1_00139,S1_random_unbiased,transported_identity,0.09091978266724794,0.2996985428661136
q3g3_s1_00140,S1_random_unbiased,chaotic,0.022253187993915065,0.07335310116512744
q3g3_s1_00143,S1_random_unbiased,emitter_or_generator,0.11398768399282337,0.4010677770117859
q3g3_s1_00138,S1_random_unbiased,chaotic,0.08371039753617109,0.29453658392356497
q3g3_s1_00145,S1_random_unbiased,chaotic,0.052424485767112554,0.1805732287533877
q3g3_s1_00142,S1_random_unbiased,emitter_or_generator,0.13976198236994014,0.4917551231534931
q3g3_s1_00144,S1_random_unbiased,emitter_or_generator,0.13773131935675353,0.46420555783202117
q3g3_s1_00146,S1_random_unbiased,localized_persistence,0.05559347423018393,0.18737059833136066
q3g3_s1_00149,S1_random_unbiased,transported_identity,0.049236909608115983,0.1695937997612884
q3g3_s1_00152,S1_random_unbiased,mixed,0.12484829984066932,0.4300330327845277
q3g3_s1_00147,S1_random_unbiased,emitter_or_generator,0.12327408660173979,0.4154793289169748
q3g3_s1_00148,S1_random_unbiased,emitter_or_generator,0.1507087601217534,0.5302715633913546
q3g3_s1_00151,S1_random_unbiased,transported_identity,0.12250282135895785,0.4310284455222591
q3g3_s1_00150,S1_random_unbiased,chaotic,0.057980147065643174,0.20400422115689265
q3g3_s1_00156,S1_random_unbiased,transported_identity,0.05474101847394589,0.18855239696581363
q3g3_s1_00153,S1_random_unbiased,emitter_or_generator,0.12481556530129602,0.41142908562279057
q3g3_s1_00155,S1_random_unbiased,chaotic,0.08602606492335915,0.2899397002972475
q3g3_s1_00154,S1_random_unbiased,chaotic,0.09542921019873163,0.3287006129067423
q3g3_s1_00162,S1_random_unbiased,transported_identity,0.17452610285815326,0.61407332487128
q3g3_s1_00158,S1_random_unbiased,chaotic,0.08271402219807514,0.297157783452344
q3g3_s1_00159,S1_random_unbiased,emitter_or_generator,0.10941924608245035,0.3849936436234364
q3g3_s1_00157,S1_random_unbiased,chaotic,0.07212665942050073,0.25377898684990996
q3g3_s1_00163,S1_random_unbiased,chaotic,0.07086606049971929,0.23884487057312795
q3g3_s1_00164,S1_random_unbiased,transported_identity,0.19750075478505508,0.7241694342118686
q3g3_s1_00161,S1_random_unbiased,chaotic,0.07482590929516889,0.2577336875722484
q3g3_s1_00160,S1_random_unbiased,chaotic,0.06562792213554625,0.22119040423461883
q3g3_s1_00165,S1_random_unbiased,frozen_order,0.0007643876613656718,0.0025762695253435603
q3g3_s1_00169,S1_random_unbiased,emitter_or_generator,0.1450925054394526,0.4890154812959328
q3g3_s1_00168,S1_random_unbiased,emitter_or_generator,0.1674277167046379,0.5766954686493084
q3g3_s1_00166,S1_random_unbiased,chaotic,0.10992379028320663,0.3867688917372085
q3g3_s1_00167,S1_random_unbiased,chaotic,0.09055817828578555,0.30521460088912905
q3g3_s1_00170,S1_random_unbiased,chaotic,0.07334838470104711,0.2526444361924956
q3g3_s1_00171,S1_random_unbiased,chaotic,0.06592207491174272,0.24171427467638995
q3g3_s1_00172,S1_random_unbiased,chaotic,0.09882898306624777,0.36237293790957514
q3g3_s1_00173,S1_random_unbiased,emitter_or_generator,0.014034838025411259,0.0473026022337935
q3g3_s1_00174,S1_random_unbiased,chaotic,0.09717999756467366,0.3419296210608888
q3g3_s1_00175,S1_random_unbiased,emitter_or_generator,0.21444209180137858,0.7545184711529987
q3g3_s1_00176,S1_random_unbiased,emitter_or_generator,0.11112721157746738,0.3827715065446099
q3g3_s1_00188,S1_random_unbiased,collapse,0.0014371598380813718,0.005056673504360383
q3g3_s1_00187,S1_random_unbiased,mixed,0.011510622312756182,0.040500337767105085
q3g3_s1_00177,S1_random_unbiased,chaotic,0.09094698172862928,0.3132618259541675
q3g3_s1_00178,S1_random_unbiased,chaotic,0.09207425111547492,0.3171446427310803
q3g3_s1_00180,S1_random_unbiased,chaotic,0.0474050704452602,0.16328413153367402
q3g3_s1_00182,S1_random_unbiased,chaotic,0.09083170956358307,0.30613650260318737
q3g3_s1_00179,S1_random_unbiased,chaotic,0.10230385118287205,0.34480186880153174
q3g3_s1_00181,S1_random_unbiased,chaotic,0.09621467786296653,0.33140611263910696
q3g3_s1_00185,S1_random_unbiased,emitter_or_generator,0.09512770892102053,0.34175510241996265
q3g3_s1_00183,S1_random_unbiased,chaotic,0.10521551339859694,0.35461524886193785
q3g3_s1_00184,S1_random_unbiased,chaotic,0.05924599043717641,0.21723529826964683
q3g3_s1_00186,S1_random_unbiased,chaotic,0.09621121022880968,0.33139416856590004
q3g3_s1_00192,S1_random_unbiased,emitter_or_generator,0.13156521099644428,0.4434234889139418
q3g3_s1_00190,S1_random_unbiased,emitter_or_generator,0.11600188139750339,0.39096930396936325
q3g3_s1_00191,S1_random_unbiased,transported_identity,0.15646525114985163,0.5737059208827893
q3g3_s1_00189,S1_random_unbiased,chaotic,0.10224730966575231,0.34461130294753556
q3g3_s1_00193,S1_random_unbiased,chaotic,0.11183148867584666,0.4017649778354491
q3g3_s1_00201,S1_random_unbiased,transported_identity,0.07429135736409362,0.2338801991091836
q3g3_s1_00194,S1_random_unbiased,emitter_or_generator,0.17144126382322275,0.6032192616002282
q3g3_s1_00195,S1_random_unbiased,emitter_or_generator,0.1656468209781908,0.5705612722582128
q3g3_s1_00200,S1_random_unbiased,transported_identity,0.10124090279770241,0.35621799132524923
q3g3_s1_00205,S1_random_unbiased,transported_identity,0.13729648913690118,0.4932503498622005
q3g3_s1_00197,S1_random_unbiased,emitter_or_generator,0.16469764558481212,0.5550920647488112
q3g3_s1_00199,S1_random_unbiased,transported_identity,0.09758410778519791,0.3361230379267928
q3g3_s1_00196,S1_random_unbiased,chaotic,0.06685380979236273,0.22532209967055586
q3g3_s1_00198,S1_random_unbiased,chaotic,0.08441044754165251,0.2969997228317403
q3g3_s1_00204,S1_random_unbiased,emitter_or_generator,0.1393484608682347,0.49030014009193695
q3g3_s1_00202,S1_random_unbiased,chaotic,0.08653577768134088,0.3044777362861994
q3g3_s1_00206,S1_random_unbiased,transported_identity,0.12380280761792921,0.42643189290620065
q3g3_s1_00203,S1_random_unbiased,chaotic,0.12506385536196118,0.4307755018023108
q3g3_s1_00209,S1_random_unbiased,frozen_order,0.0,0.0
q3g3_s1_00212,S1_random_unbiased,transported_identity,0.021363952572579878,0.07200443274462107
q3g3_s1_00210,S1_random_unbiased,transported_identity,0.14173716191867977,0.4882057799421192
q3g3_s1_00207,S1_random_unbiased,chaotic,0.08145133621816122,0.2865880348416784
q3g3_s1_00208,S1_random_unbiased,chaotic,0.059383904024498,0.21334217371764097
q3g3_s1_00211,S1_random_unbiased,chaotic,0.09175777074774982,0.30925767177945307
q3g3_s1_00214,S1_random_unbiased,transported_identity,0.16945710414722323,0.5711332028665672
q3g3_s1_00213,S1_random_unbiased,emitter_or_generator,0.11339817070898037,0.4073934281026332
q3g3_s1_00216,S1_random_unbiased,emitter_or_generator,0.18071129232532138,0.5956779635908742
q3g3_s1_00217,S1_random_unbiased,emitter_or_generator,0.14760824426519328,0.49749445289379957
q3g3_s1_00215,S1_random_unbiased,chaotic,0.06442874291867999,0.22192122560878666
q3g3_s1_00219,S1_random_unbiased,chaotic,0.08227897310803821,0.29559482931406317
q3g3_s1_00218,S1_random_unbiased,transported_identity,0.12974964721043683,0.4661376214597175
q3g3_s1_00223,S1_random_unbiased,transported_identity,0.1606194853242947,0.5532448938947929
q3g3_s1_00221,S1_random_unbiased,chaotic,0.07344514209978355,0.2584180925733125
q3g3_s1_00224,S1_random_unbiased,chaotic,0.09628296555050675,0.3316413257850788
q3g3_s1_00222,S1_random_unbiased,chaotic,0.10612872316006891,0.38913865158691935
q3g3_s1_00220,S1_random_unbiased,chaotic,0.08803426706250293,0.3032291421041768
q3g3_s1_00225,S1_random_unbiased,emitter_or_generator,0.1431705356017921,0.48253773110233633
q3g3_s1_00226,S1_random_unbiased,emitter_or_generator,0.11438490023791183,0.40246538972598606
q3g3_s1_00227,S1_random_unbiased,localized_persistence,0.009171367622713162,0.03226962682065742
q3g3_s1_00231,S1_random_unbiased,frozen_order,0.007515057809204109,0.024771857222932063
q3g3_s1_00228,S1_random_unbiased,chaotic,0.15968881099765667,0.5382104370661761
q3g3_s1_00229,S1_random_unbiased,emitter_or_generator,0.16169652468205042,0.544977175780244
q3g3_s1_00233,S1_random_unbiased,transported_identity,0.10714448806573418,0.3690532366708622
q3g3_s1_00241,S1_random_unbiased,emitter_or_generator,0.0,0.0
q3g3_s1_00234,S1_random_unbiased,emitter_or_generator,0.1531302824035857,0.5161057666194925
q3g3_s1_00232,S1_random_unbiased,emitter_or_generator,0.1072953991045389,0.3616252340190015
q3g3_s1_00230,S1_random_unbiased,emitter_or_generator,0.16051377437043735,0.540990869174437
q3g3_s1_00236,S1_random_unbiased,transported_identity,0.07638592547415736,0.2687652933349981
q3g3_s1_00235,S1_random_unbiased,localized_persistence,0.04139648955680267,0.13952150183959416
q3g3_s1_00238,S1_random_unbiased,transported_identity,0.030285915969916487,0.10431815500749013
q3g3_s1_00242,S1_random_unbiased,transported_identity,0.14347239751464697,0.4941827025504507
q3g3_s1_00237,S1_random_unbiased,transported_identity,0.1690515226358839,0.6073332479881756
q3g3_s1_00243,S1_random_unbiased,emitter_or_generator,0.11246854219505256,0.37906064221295493
q3g3_s1_00240,S1_random_unbiased,emitter_or_generator,0.1357849102401748,0.48781986271470207
q3g3_s1_00239,S1_random_unbiased,emitter_or_generator,0.15163976628767456,0.5335473258270031
q3g3_s1_00245,S1_random_unbiased,emitter_or_generator,0.1063515857495974,0.35056633821163585
q3g3_s1_00248,S1_random_unbiased,transported_identity,0.14287485974122058,0.5132911627740147
q3g3_s1_00244,S1_random_unbiased,chaotic,0.057665097862354124,0.20716720343142037
q3g3_s1_00247,S1_random_unbiased,emitter_or_generator,0.11881030376417426,0.3916339642596855
q3g3_s1_00246,S1_random_unbiased,chaotic,0.08900017874709745,0.2933709595737657
q3g3_s2_00001,S2_quiescent_preserving,mixed,0.20024052431831907,0.7045499929718634
q3g3_s2_00005,S2_quiescent_preserving,frozen_order,0.005370595409642436,0.017703073757710252
q3g3_s1_00249,S1_random_unbiased,transported_identity,0.13334758226061916,0.4494307402117164
q3g3_s2_00000,S2_quiescent_preserving,transported_identity,0.17745969441370882,0.6243952210852718
q3g3_s2_00006,S2_quiescent_preserving,frozen_order,0.0005754704828383502,0.0019821761075543174
q3g3_s2_00002,S2_quiescent_preserving,emitter_or_generator,0.10915021730660528,0.3759618596116404
q3g3_s2_00004,S2_quiescent_preserving,chaotic,0.08686781221544691,0.2992113531865394
q3g3_s2_00003,S2_quiescent_preserving,chaotic,0.11706629008753598,0.4032283325237351
q3g3_s2_00007,S2_quiescent_preserving,emitter_or_generator,0.17816886149636704,0.6136927451541532
q3g3_s2_00009,S2_quiescent_preserving,emitter_or_generator,0.18748400030399917,0.6180028158168862
q3g3_s2_00011,S2_quiescent_preserving,transported_identity,0.12682680996578788,0.42745332247728507
q3g3_s2_00008,S2_quiescent_preserving,transported_identity,0.09167028499953138,0.3157532038872748
q3g3_s2_00012,S2_quiescent_preserving,transported_identity,0.15020453980450793,0.5284974548677132
q3g3_s2_00010,S2_quiescent_preserving,chaotic,0.09164369288761344,0.31566160883511296
q3g3_s2_00014,S2_quiescent_preserving,transported_identity,0.23434234782148675,0.8418965829142302
q3g3_s2_00013,S2_quiescent_preserving,emitter_or_generator,0.11775681595973998,0.39688408341986436
q3g3_s2_00015,S2_quiescent_preserving,emitter_or_generator,0.16150155939676644,0.5682462275071412
q3g3_s2_00016,S2_quiescent_preserving,chaotic,0.07878962220697705,0.25971393986744284
q3g3_s2_00017,S2_quiescent_preserving,transported_identity,0.09503966245019824,0.3203188623321496
q3g3_s2_00022,S2_quiescent_preserving,mixed,0.11485228332954468,0.3956023092462095
q3g3_s2_00019,S2_quiescent_preserving,transported_identity,0.14413917344613883,0.5071563510141922
q3g3_s2_00021,S2_quiescent_preserving,transported_identity,0.11349134353810693,0.39091462774236835
q3g3_s2_00018,S2_quiescent_preserving,emitter_or_generator,0.1267241422602712,0.42710729428461774
q3g3_s2_00020,S2_quiescent_preserving,transported_identity,0.026128987483511796,0.08999984577654063
q3g3_s2_00025,S2_quiescent_preserving,emitter_or_generator,0.2277392300833498,0.8181742710401826
q3g3_s2_00023,S2_quiescent_preserving,emitter_or_generator,0.1358569518118126,0.46795172290735454
q3g3_s2_00024,S2_quiescent_preserving,emitter_or_generator,0.12114693426042143,0.4262577316570384
q3g3_s2_00028,S2_quiescent_preserving,transported_identity,0.25663358212548937,0.9219799061545358
q3g3_s2_00043,S2_quiescent_preserving,collapse,0.0,0.0
q3g3_s2_00034,S2_quiescent_preserving,transported_identity,0.04600001865549091,0.15844450870224647
q3g3_s2_00027,S2_quiescent_preserving,emitter_or_generator,0.1936060632835846,0.6525241392150444
q3g3_s2_00026,S2_quiescent_preserving,chaotic,0.08684057684734633,0.2991175424741929
q3g3_s2_00029,S2_quiescent_preserving,emitter_or_generator,0.11693658117136337,0.3854576194167163
q3g3_s2_00033,S2_quiescent_preserving,transported_identity,0.05184689453801318,0.17090272644011753
q3g3_s2_00032,S2_quiescent_preserving,emitter_or_generator,0.23331271536491657,0.7863502628965706
q3g3_s2_00030,S2_quiescent_preserving,chaotic,0.09295826292673132,0.3133037750493537
q3g3_s2_00031,S2_quiescent_preserving,emitter_or_generator,0.10765219987342102,0.37080202178622795
q3g3_s2_00036,S2_quiescent_preserving,emitter_or_generator,0.1311105950969115,0.47102695275557094
q3g3_s2_00038,S2_quiescent_preserving,localized_persistence,0.15094510441622466,0.5087409074769054
q3g3_s2_00037,S2_quiescent_preserving,chaotic,0.023959636633471042,0.08075284939429128
q3g3_s2_00035,S2_quiescent_preserving,chaotic,0.08894667501825912,0.3063718806184481
q3g3_s2_00039,S2_quiescent_preserving,emitter_or_generator,0.08102518208962368,0.2730848729687317
q3g3_s2_00041,S2_quiescent_preserving,chaotic,0.057064337483827374,0.19655494022207207
q3g3_s2_00040,S2_quiescent_preserving,transported_identity,0.15624301312312153,0.549743935062835
q3g3_s2_00042,S2_quiescent_preserving,transported_identity,0.1764719332284937,0.5947757749552935
q3g3_s2_00051,S2_quiescent_preserving,collapse,0.0,0.0
q3g3_s2_00047,S2_quiescent_preserving,transported_identity,0.12150184246493134,0.40950620978921304
q3g3_s2_00048,S2_quiescent_preserving,frozen_order,0.0,0.0
q3g3_s2_00052,S2_quiescent_preserving,localized_persistence,0.12632658558381565,0.42576738104174905
q3g3_s2_00046,S2_quiescent_preserving,emitter_or_generator,0.09411011655947732,0.2962725891687249
q3g3_s2_00050,S2_quiescent_preserving,emitter_or_generator,0.15114127527391294,0.520597725943478
q3g3_s2_00045,S2_quiescent_preserving,emitter_or_generator,0.12341348890250119,0.42509090621972634
q3g3_s2_00044,S2_quiescent_preserving,chaotic,0.011294169987209864,0.0363923255143429
q3g3_s2_00049,S2_quiescent_preserving,emitter_or_generator,0.11803258810552873,0.4065566923634879
q3g3_s2_00053,S2_quiescent_preserving,emitter_or_generator,0.11437841788557046,0.41091505684816054
q3g3_s2_00054,S2_quiescent_preserving,chaotic,0.09034463536561275,0.31118707737044393
