all_one_like,candidate,candidate_category,compression_ratio,family,fiber_too_small,identity_like,label_entropy,mean_fiber_size,num_macro,num_micro,pair_id,quotient_gate_pass,singleton_fraction,variant,world_seed
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,7,1,0.0,irreversible,7
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6921906413097776,171.5,2,343,7,1,0.0,irreversible,7
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,7,1,0.0,irreversible,7
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.215287025007243,85.75,4,343,7,1,0.0,irreversible,7
0,viability_signature,THEORY_INFORMED,0.08746355685131195,A,0,0,3.0356074242114475,11.433333333333334,30,343,7,1,0.06666666666666667,irreversible,7
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5151551880726524,68.6,5,343,7,1,0.0,irreversible,7
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9612804973287623,42.875,8,343,7,1,0.0,irreversible,7
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3343672994122393,26.384615384615383,13,343,7,1,0.0,irreversible,7
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8731867361455103,16.333333333333332,21,343,7,1,0.0,irreversible,7
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5193272576081942,68.6,5,343,7,1,0.0,irreversible,7
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.955061056482651,42.875,8,343,7,1,0.0,irreversible,7
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3419829192030983,26.384615384615383,13,343,7,1,0.0,irreversible,7
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.9190479920692343,16.333333333333332,21,343,7,1,0.0,irreversible,7
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,5.837730447165968,1.0,343,343,5,0,1.0,irreversible,5
1,all_one,DIAGNOSTIC_ONLY,0.0029154518950437317,A,0,0,0.0,343.0,1,343,5,0,0.0,irreversible,5
0,random_k,ADVERSARIAL,0.037900874635568516,A,0,0,2.5531594009273078,26.384615384615383,13,343,5,1,0.0,irreversible,5
0,hash_k34_s1206,ADVERSARIAL,0.09912536443148688,A,0,0,3.5259755701090882,10.088235294117647,34,343,5,1,0.0,irreversible,5
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.0058309037900874635,A,0,0,0.6931089307033735,171.5,2,343,5,1,0.0,irreversible,5
0,checkerboard,ADVERSARIAL,0.0058309037900874635,A,0,0,0.6929389195380611,171.5,2,343,5,1,0.0,irreversible,5
0,trap_mixing_adversarial,ADVERSARIAL,0.011661807580174927,A,0,0,1.215287025007243,85.75,4,343,5,1,0.0,irreversible,5
0,viability_signature,THEORY_INFORMED,0.08746355685131195,A,0,0,3.0356074242114475,11.433333333333334,30,343,5,1,0.06666666666666667,irreversible,5
0,behavioral_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5219956370217418,68.6,5,343,5,1,0.0,irreversible,5
0,behavioral_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.961059228583536,42.875,8,343,5,1,0.0,irreversible,5
0,behavioral_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3574346774717947,26.384615384615383,13,343,5,1,0.0,irreversible,5
0,behavioral_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8848431796488176,16.333333333333332,21,343,5,1,0.0,irreversible,5
0,predictive_quotient_k5,THEORY_INFORMED,0.014577259475218658,A,0,0,1.5193272576081942,68.6,5,343,5,1,0.0,irreversible,5
0,predictive_quotient_k8,THEORY_INFORMED,0.023323615160349854,A,0,0,1.9263047087478413,42.875,8,343,5,1,0.0,irreversible,5
0,predictive_quotient_k13,THEORY_INFORMED,0.037900874635568516,A,0,0,2.3837605667698742,26.384615384615383,13,343,5,1,0.0,irreversible,5
0,predictive_quotient_k21,THEORY_INFORMED,0.061224489795918366,A,0,0,2.8373006842490724,16.333333333333332,21,343,5,1,0.0,irreversible,5
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,6.340359303727763,1.0,567,567,6,0,1.0,irreversible,6
1,all_one,DIAGNOSTIC_ONLY,0.001763668430335097,A,0,0,0.0,567.0,1,567,6,0,0.0,irreversible,6
0,random_k,ADVERSARIAL,0.02292768959435626,A,0,0,2.554076126471414,43.61538461538461,13,567,6,1,0.0,irreversible,6
0,hash_k34_s1206,ADVERSARIAL,0.059964726631393295,A,0,0,3.5234439856557835,16.676470588235293,34,567,6,1,0.0,irreversible,6
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.005291005291005291,A,0,0,1.0977364613647618,189.0,3,567,6,1,0.0,irreversible,6
0,checkerboard,ADVERSARIAL,0.003527336860670194,A,0,0,0.6930709707288083,283.5,2,567,6,1,0.0,irreversible,6
0,trap_mixing_adversarial,ADVERSARIAL,0.007054673721340388,A,0,0,1.3089530123333066,141.75,4,567,6,1,0.0,irreversible,6
0,viability_signature,THEORY_INFORMED,0.07054673721340388,A,0,0,3.159257254452385,14.175,40,567,6,1,0.125,irreversible,6
0,behavioral_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.4748415343609977,113.4,5,567,6,1,0.0,irreversible,6
0,behavioral_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.9473957519434333,70.875,8,567,6,1,0.0,irreversible,6
0,behavioral_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.4671293993761587,43.61538461538461,13,567,6,1,0.0,irreversible,6
0,behavioral_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.88295163830282,27.0,21,567,6,1,0.0,irreversible,6
0,predictive_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.465065996619565,113.4,5,567,6,1,0.0,irreversible,6
0,predictive_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.945865748234424,70.875,8,567,6,1,0.0,irreversible,6
0,predictive_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.451485554023752,43.61538461538461,13,567,6,1,0.0,irreversible,6
0,predictive_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.8180880816212097,27.0,21,567,6,1,0.047619047619047616,irreversible,6
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,6.340359303727763,1.0,567,567,8,0,1.0,reversible,8
1,all_one,DIAGNOSTIC_ONLY,0.001763668430335097,A,0,0,0.0,567.0,1,567,8,0,0.0,reversible,8
0,random_k,ADVERSARIAL,0.02292768959435626,A,0,0,2.5521292355599585,43.61538461538461,13,567,8,1,0.0,reversible,8
0,hash_k34_s1206,ADVERSARIAL,0.059964726631393295,A,0,0,3.5234439856557835,16.676470588235293,34,567,8,1,0.0,reversible,8
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.003527336860670194,A,0,0,0.6921748258823891,283.5,2,567,8,1,0.0,reversible,8
0,checkerboard,ADVERSARIAL,0.003527336860670194,A,0,0,0.6930709707288083,283.5,2,567,8,1,0.0,reversible,8
0,trap_mixing_adversarial,ADVERSARIAL,0.007054673721340388,A,0,0,1.3248618001977213,141.75,4,567,8,1,0.0,reversible,8
0,viability_signature,THEORY_INFORMED,0.047619047619047616,A,0,0,2.7185669322371933,21.0,27,567,8,1,0.07407407407407407,reversible,8
0,behavioral_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.3956916784162163,113.4,5,567,8,1,0.0,reversible,8
0,behavioral_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.8636406303989381,70.875,8,567,8,1,0.0,reversible,8
0,behavioral_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.3248082480681584,43.61538461538461,13,567,8,1,0.0,reversible,8
0,behavioral_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.87785228200149,27.0,21,567,8,1,0.0,reversible,8
0,predictive_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.3956916784162163,113.4,5,567,8,1,0.0,reversible,8
0,predictive_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.8689551917209393,70.875,8,567,8,1,0.0,reversible,8
0,predictive_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.336605091356534,43.61538461538461,13,567,8,1,0.0,reversible,8
0,predictive_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.848771505028466,27.0,21,567,8,1,0.0,reversible,8
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,6.340359303727763,1.0,567,567,6,0,1.0,reversible,6
1,all_one,DIAGNOSTIC_ONLY,0.001763668430335097,A,0,0,0.0,567.0,1,567,6,0,0.0,reversible,6
0,random_k,ADVERSARIAL,0.02292768959435626,A,0,0,2.554076126471414,43.61538461538461,13,567,6,1,0.0,reversible,6
0,hash_k34_s1206,ADVERSARIAL,0.059964726631393295,A,0,0,3.5234439856557835,16.676470588235293,34,567,6,1,0.0,reversible,6
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.003527336860670194,A,0,0,0.693145625295973,283.5,2,567,6,1,0.0,reversible,6
0,checkerboard,ADVERSARIAL,0.003527336860670194,A,0,0,0.6930709707288083,283.5,2,567,6,1,0.0,reversible,6
0,trap_mixing_adversarial,ADVERSARIAL,0.007054673721340388,A,0,0,1.3248618001977213,141.75,4,567,6,1,0.0,reversible,6
0,viability_signature,THEORY_INFORMED,0.047619047619047616,A,0,0,2.7185669322371933,21.0,27,567,6,1,0.07407407407407407,reversible,6
0,behavioral_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.3936238120892028,113.4,5,567,6,1,0.0,reversible,6
0,behavioral_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.8808959820226314,70.875,8,567,6,1,0.0,reversible,6
0,behavioral_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.4249676455251006,43.61538461538461,13,567,6,1,0.0,reversible,6
0,behavioral_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.8610505109965674,27.0,21,567,6,1,0.0,reversible,6
0,predictive_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.4002894978599847,113.4,5,567,6,1,0.0,reversible,6
0,predictive_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.8127792589086869,70.875,8,567,6,1,0.0,reversible,6
0,predictive_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.359931440285578,43.61538461538461,13,567,6,1,0.0,reversible,6
0,predictive_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.759800915557347,27.0,21,567,6,1,0.0,reversible,6
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,6.340359303727763,1.0,567,567,8,0,1.0,irreversible,8
1,all_one,DIAGNOSTIC_ONLY,0.001763668430335097,A,0,0,0.0,567.0,1,567,8,0,0.0,irreversible,8
0,random_k,ADVERSARIAL,0.02292768959435626,A,0,0,2.5521292355599585,43.61538461538461,13,567,8,1,0.0,irreversible,8
0,hash_k34_s1206,ADVERSARIAL,0.059964726631393295,A,0,0,3.5234439856557835,16.676470588235293,34,567,8,1,0.0,irreversible,8
0,best_of_10_hashes_per_world,ADAPTIVE_HASH,0.003527336860670194,A,0,0,0.6929589819103094,283.5,2,567,8,1,0.0,irreversible,8
0,checkerboard,ADVERSARIAL,0.003527336860670194,A,0,0,0.6930709707288083,283.5,2,567,8,1,0.0,irreversible,8
0,trap_mixing_adversarial,ADVERSARIAL,0.007054673721340388,A,0,0,1.3089530123333066,141.75,4,567,8,1,0.0,irreversible,8
0,viability_signature,THEORY_INFORMED,0.07054673721340388,A,0,0,3.159257254452385,14.175,40,567,8,1,0.125,irreversible,8
0,behavioral_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.4703650613266397,113.4,5,567,8,1,0.0,irreversible,8
0,behavioral_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.9454159618295956,70.875,8,567,8,1,0.0,irreversible,8
0,behavioral_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.4316966515369955,43.61538461538461,13,567,8,1,0.0,irreversible,8
0,behavioral_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.8071861203033923,27.0,21,567,8,1,0.0,irreversible,8
0,predictive_quotient_k5,THEORY_INFORMED,0.008818342151675485,A,0,0,1.4769763550935655,113.4,5,567,8,1,0.0,irreversible,8
0,predictive_quotient_k8,THEORY_INFORMED,0.014109347442680775,A,0,0,1.948635154339019,70.875,8,567,8,1,0.0,irreversible,8
0,predictive_quotient_k13,THEORY_INFORMED,0.02292768959435626,A,0,0,2.4414246399030914,43.61538461538461,13,567,8,1,0.0,irreversible,8
0,predictive_quotient_k21,THEORY_INFORMED,0.037037037037037035,A,0,0,2.9089258360493506,27.0,21,567,8,1,0.0,irreversible,8
0,identity,DIAGNOSTIC_ONLY,1.0,A,1,1,6.340359303727763,1.0,567,567,0,0,1.0,irreversible,0
1,all_one,DIAGNOSTIC_ONLY,0.001763668430335097,A,0,0,0.0,567.0,1,567,0,0,0.0,irreversible,0
0,random_k,ADVERSARIAL,0.02292768959435626,A,0,0,2.5580056167669105,43.61538461538461,13,567,0,1,0.0,irreversible,0
0,hash_k34_s1206,ADVERSARIAL,0.059964726631393295,A,0,0,3.5234439856557835,16.676470588235293,34,567,0,1,0.0,irreversible,0
