rule_id,asymmetry_load_bearing_adjusted,reclassification
q3g3_s7_00056,0.0005621884741152106,symmetric_fakeout
q3g3_s7_00059,-0.0013737039430129772,symmetric_fakeout
q3g3_s7_00060,-9.93932965877237e-05,symmetric_fakeout
q3g3_s7_00061,0.0004624979282183139,symmetric_fakeout
q3g3_s7_00062,0.0,symmetric_fakeout
q3g3_s7_00064,0.00040209237102400985,symmetric_fakeout
q3g3_s7_00065,0.001284168625276312,symmetric_fakeout
q3g3_s7_00066,0.005842279289284227,symmetric_fakeout
q3g3_s7_00067,-7.316338706221063e-05,symmetric_fakeout
q3g3_s7_00068,-0.004214801603026973,symmetric_fakeout
q3g3_s7_00069,-0.0009863937584088656,symmetric_fakeout
q3g3_s7_00071,0.0010538964542066804,symmetric_fakeout
q3g3_s7_00072,0.00010753602714437538,symmetric_fakeout
q3g3_s7_00073,0.0,symmetric_fakeout
q3g3_s7_00074,8.915164035624978e-05,symmetric_fakeout
q3g3_s7_00075,0.0005233159316468394,symmetric_fakeout
q3g3_s7_00076,0.00023438420854662856,symmetric_fakeout
q3g3_s7_00078,0.0,symmetric_fakeout
q3g3_s7_00079,0.0009651594419849557,symmetric_fakeout
q3g3_s7_00082,-0.000674564934475097,symmetric_fakeout
q3g3_s7_00083,0.0002778020531624681,symmetric_fakeout
q3g3_s7_00084,-0.001209722677741526,symmetric_fakeout
q3g3_s7_00086,0.0008074707197607139,symmetric_fakeout
q3g3_s7_00087,-0.00213747024508989,symmetric_fakeout
q3g3_s7_00088,0.0029241324248918954,symmetric_fakeout
q3g3_s7_00089,0.0002357206656794647,symmetric_fakeout
q3g3_s7_00091,-0.002321901528472309,symmetric_fakeout
q3g3_s7_00092,0.0017339088845681194,symmetric_fakeout
q3g3_s7_00093,-0.0006876209278699197,symmetric_fakeout
q3g3_s7_00094,0.0007268512555849496,symmetric_fakeout
q3g3_s7_00098,0.0018438723131517648,symmetric_fakeout
q3g3_s7_00099,-0.0015293562049948223,symmetric_fakeout
q3g3_s7_00100,0.0010982776015769913,symmetric_fakeout
q3g3_s7_00101,0.00037374134406195636,symmetric_fakeout
q3g3_s7_00104,0.0002470727673621609,symmetric_fakeout
q3g3_s7_00106,0.00016088002874549423,symmetric_fakeout
q3g3_s7_00107,4.630907836074283e-05,symmetric_fakeout
q3g3_s7_00110,0.0,symmetric_fakeout
q3g3_s7_00112,0.00039971267646929376,symmetric_fakeout
q3g3_s7_00113,0.0,symmetric_fakeout
q3g3_s7_00114,-0.0004194566686106238,symmetric_fakeout
q3g3_s7_00115,0.0007179979315282206,symmetric_fakeout
q3g3_s7_00116,0.0,symmetric_fakeout
q3g3_s7_00121,0.0002989469757935931,symmetric_fakeout
q3g3_s7_00123,-0.0006366935844106802,symmetric_fakeout
q3g3_s7_00124,0.0023543720732520923,symmetric_fakeout
q3g3_s8_00004,0.0,self_persistence_fakeout
q3g3_s8_00012,0.0,self_persistence_fakeout
q3g3_s8_00018,-0.022659040864566465,self_persistence_fakeout
q3g3_s8_00036,0.0,self_persistence_fakeout
q3g3_s8_00044,0.0,self_persistence_fakeout
q3g3_s8_00048,0.0,self_persistence_fakeout
q3g3_s8_00060,0.0,self_persistence_fakeout
q3g3_s8_00063,0.0,self_persistence_fakeout
q3g3_s8_00070,0.0,self_persistence_fakeout
q3g3_s8_00077,0.0,self_persistence_fakeout
q3g3_s8_00084,0.0,self_persistence_fakeout
q3g3_s8_00086,0.0,self_persistence_fakeout
q3g3_s8_00090,0.0,self_persistence_fakeout
q3g3_s8_00099,0.0,self_persistence_fakeout
q3g3_s8_00102,0.0,self_persistence_fakeout
q3g3_s8_00103,0.0,self_persistence_fakeout
q3g3_s8_00111,0.029168484519262357,self_persistence_fakeout
q3g3_s8_00113,0.0,self_persistence_fakeout
q3r1_s1_0002,0.1675833132140479,control_adjusted_positive
q3r1_s2_0046,0.16930486405568884,emission_only
q3r1_s3_0020,0.14350986910486982,emission_only
q3r1_s4_0014,0.06603797906329832,generic_persistence
q3r1_s5_0016,0.12116298783262555,generic_persistence
q3r1_s7_0002,0.004218661340885194,output_distribution_fakeout
