space,rule_id,stratum,classification,stage1_score,relation_asymmetry_priority
q3_radius1,q3r1_s2_0015,S2_quiescent_preserving,transported_identity,0.09159167294904531,0.3222669974133076
q3_radius1,q3r1_s2_0014,S2_quiescent_preserving,transported_identity,0.11188128676263902,0.37708137390370927
q3_radius1,q3r1_s2_0011,S2_quiescent_preserving,emitter_or_generator,0.1455719409821568,0.5014144633829846
q3_radius1,q3r1_s2_0020,S2_quiescent_preserving,transported_identity,0.10030699602595305,0.34550187520050496
q3_radius1,q3r1_s2_0018,S2_quiescent_preserving,chaotic,0.05884256125383236,0.21139734968969404
q3_radius1,q3r1_s2_0016,S2_quiescent_preserving,emitter_or_generator,0.13184959383729747,0.44438196441459515
q3_radius1,q3r1_s2_0024,S2_quiescent_preserving,emitter_or_generator,0.0164236558627749,0.05900350439589501
q3_radius1,q3r1_s2_0017,S2_quiescent_preserving,chaotic,0.09508964867127408,0.32753101208994406
q3_radius1,q3r1_s2_0019,S2_quiescent_preserving,emitter_or_generator,0.13566775677458554,0.4773495145772454
q3_radius1,q3r1_s2_0022,S2_quiescent_preserving,transported_identity,0.1147455023667692,0.395234508152205
q3_radius1,q3r1_s2_0021,S2_quiescent_preserving,chaotic,0.10464824994446327,0.36045508314204017
q3_radius1,q3r1_s2_0023,S2_quiescent_preserving,transported_identity,0.12872075625725654,0.4433714937749948
q3_radius1,q3r1_s2_0025,S2_quiescent_preserving,localized_persistence,0.0721353041994277,0.24846604779802875
q3_radius1,q3r1_s2_0026,S2_quiescent_preserving,transported_identity,0.12944961102182892,0.4267042733682509
q3_radius1,q3r1_s2_0028,S2_quiescent_preserving,transported_identity,0.11773419681705509,0.4142499517637124
q3_radius1,q3r1_s2_0027,S2_quiescent_preserving,emitter_or_generator,0.018141513426430268,0.06517506675421245
q3_radius1,q3r1_s2_0038,S2_quiescent_preserving,frozen_order,0.0,0.0
q3_radius1,q3r1_s2_0029,S2_quiescent_preserving,chaotic,0.08852588573922977,0.3180374413594551
q3_radius1,q3r1_s2_0030,S2_quiescent_preserving,chaotic,0.09699924343859048,0.34129363432096654
q3_radius1,q3r1_s2_0033,S2_quiescent_preserving,emitter_or_generator,0.18308872931605102,0.6306389565330647
q3_radius1,q3r1_s2_0032,S2_quiescent_preserving,transported_identity,0.12313757881570696,0.4241405492541018
q3_radius1,q3r1_s2_0034,S2_quiescent_preserving,transported_identity,0.14654880099410036,0.5156346701644272
q3_radius1,q3r1_s2_0031,S2_quiescent_preserving,emitter_or_generator,0.1163048105993996,0.3833751164202431
q3_radius1,q3r1_s2_0037,S2_quiescent_preserving,transported_identity,0.1709546422703429,0.5761804609852298
q3_radius1,q3r1_s2_0035,S2_quiescent_preserving,emitter_or_generator,0.11622118934446918,0.40031742996428277
q3_radius1,q3r1_s2_0040,S2_quiescent_preserving,transported_identity,0.12424786583746171,0.4463719624531032
q3_radius1,q3r1_s2_0039,S2_quiescent_preserving,transported_identity,0.11790463357197949,0.43231698976392474
q3_radius1,q3r1_s2_0041,S2_quiescent_preserving,emitter_or_generator,0.1527626512240499,0.48091945755719406
q3_radius1,q3r1_s2_0036,S2_quiescent_preserving,chaotic,0.06783366111324118,0.23364927716783077
q3_radius1,q3r1_s2_0042,S2_quiescent_preserving,chaotic,0.08462830356400355,0.3103037797346797
q3_radius1,q3r1_s2_0043,S2_quiescent_preserving,emitter_or_generator,0.12065221353029763,0.4066426456021142
q3_radius1,q3r1_s3_0001,S3_sparse_active_preserving,emitter_or_generator,0.0,0.0
q3_radius1,q3r1_s2_0045,S2_quiescent_preserving,emitter_or_generator,0.09313838496559762,0.3001125737780368
q3_radius1,q3r1_s2_0047,S2_quiescent_preserving,emitter_or_generator,0.11435548149762435,0.3600079973073359
q3_radius1,q3r1_s2_0044,S2_quiescent_preserving,emitter_or_generator,0.1516938101757369,0.5225009017164272
q3_radius1,q3r1_s2_0046,S2_quiescent_preserving,emitter_or_generator,0.17036317985020666,0.548948023961777
q3_radius1,q3r1_s2_0049,S2_quiescent_preserving,transported_identity,0.09127269088903422,0.314383713062229
q3_radius1,q3r1_s2_0048,S2_quiescent_preserving,chaotic,0.08573028545943576,0.3079939885024173
q3_radius1,q3r1_s3_0003,S3_sparse_active_preserving,emitter_or_generator,0.12636251844815513,0.4352486746547566
q3_radius1,q3r1_s3_0000,S3_sparse_active_preserving,chaotic,0.09372418304651613,0.32282774160466665
q3_radius1,q3r1_s3_0004,S3_sparse_active_preserving,transported_identity,0.1180426117201085,0.4065912181470404
q3_radius1,q3r1_s3_0002,S3_sparse_active_preserving,chaotic,0.09411829044634952,0.33812867308503347
q3_radius1,q3r1_s3_0007,S3_sparse_active_preserving,transported_identity,0.09121667705382616,0.30743398562585855
q3_radius1,q3r1_s3_0006,S3_sparse_active_preserving,emitter_or_generator,0.11721316149012846,0.38636931009709014
q3_radius1,q3r1_s3_0005,S3_sparse_active_preserving,transported_identity,0.12163445780939021,0.4189631324545663
q3_radius1,q3r1_s3_0009,S3_sparse_active_preserving,transported_identity,0.1380706075653512,0.4858039895817913
q3_radius1,q3r1_s3_0008,S3_sparse_active_preserving,chaotic,0.093320009220811,0.3214355873161268
q3_radius1,q3r1_s3_0010,S3_sparse_active_preserving,transported_identity,0.14724975448816885,0.5071935987925816
q3_radius1,q3r1_s3_0011,S3_sparse_active_preserving,emitter_or_generator,0.18661020922528682,0.6565914769037869
q3_radius1,q3r1_s3_0014,S3_sparse_active_preserving,emitter_or_generator,0.0,0.0
q3_radius1,q3r1_s3_0027,S3_sparse_active_preserving,collapse,0.0,0.0
q3_radius1,q3r1_s3_0019,S3_sparse_active_preserving,emitter_or_generator,0.0,0.0
q3_radius1,q3r1_s3_0013,S3_sparse_active_preserving,emitter_or_generator,0.030204351837691046,0.10403721188538027
q3_radius1,q3r1_s3_0012,S3_sparse_active_preserving,emitter_or_generator,0.15153854413735685,0.5107410191296101
q3_radius1,q3r1_s3_0022,S3_sparse_active_preserving,transported_identity,0.0597124038737257,0.20125291675959403
q3_radius1,q3r1_s3_0016,S3_sparse_active_preserving,emitter_or_generator,0.1674637577457612,0.5644148872171951
q3_radius1,q3r1_s3_0018,S3_sparse_active_preserving,localized_persistence,0.15948828166500933,0.5257206321550307
q3_radius1,q3r1_s3_0015,S3_sparse_active_preserving,chaotic,0.09559977199212684,0.3222066389364275
q3_radius1,q3r1_s3_0017,S3_sparse_active_preserving,chaotic,0.10997928333280585,0.3788175314796646
q3_radius1,q3r1_s3_0020,S3_sparse_active_preserving,emitter_or_generator,0.19097570762350746,0.6578052151476369
q3_radius1,q3r1_s3_0021,S3_sparse_active_preserving,transported_identity,0.14382063201346998,0.5166889372335773
q3_radius1,q3r1_s3_0025,S3_sparse_active_preserving,transported_identity,0.07398776130675408,0.26032730830154216
q3_radius1,q3r1_s3_0024,S3_sparse_active_preserving,transported_identity,0.12281547878075082,0.4139336507054935
q3_radius1,q3r1_s3_0028,S3_sparse_active_preserving,transported_identity,0.1304921208212362,0.4301406945588897
q3_radius1,q3r1_s3_0023,S3_sparse_active_preserving,emitter_or_generator,0.11227550574236374,0.3867267420014751
q3_radius1,q3r1_s3_0030,S3_sparse_active_preserving,emitter_or_generator,0.024169039754733525,0.07966831622856607
q3_radius1,q3r1_s3_0026,S3_sparse_active_preserving,emitter_or_generator,0.14119169518560412,0.475868305995925
q3_radius1,q3r1_s3_0029,S3_sparse_active_preserving,emitter_or_generator,0.026591059456767766,0.08174288647821201
q3_radius1,q3r1_s3_0031,S3_sparse_active_preserving,emitter_or_generator,0.06106863149865004,0.20130030382888348
q3_radius1,q3r1_s3_0034,S3_sparse_active_preserving,transported_identity,0.08238249700099032,0.27765952692926366
q3_radius1,q3r1_s3_0033,S3_sparse_active_preserving,transported_identity,0.14838939898526074,0.5001272336169899
q3_radius1,q3r1_s3_0036,S3_sparse_active_preserving,transported_identity,0.10002459586290631,0.3297107048814319
q3_radius1,q3r1_s3_0032,S3_sparse_active_preserving,chaotic,0.1024044808761512,0.34514102813813924
q3_radius1,q3r1_s3_0037,S3_sparse_active_preserving,transported_identity,0.09259041312904764,0.3189225341111641
q3_radius1,q3r1_s3_0035,S3_sparse_active_preserving,transported_identity,0.14417021125717996,0.4859070083112362
q3_radius1,q3r1_s3_0041,S3_sparse_active_preserving,transported_identity,0.06412275823046255,0.20661777652037935
q3_radius1,q3r1_s3_0038,S3_sparse_active_preserving,transported_identity,0.08157023884600476,0.2749219161106086
q3_radius1,q3r1_s3_0040,S3_sparse_active_preserving,transported_identity,0.12458797594530473,0.42913636158938295
q3_radius1,q3r1_s3_0039,S3_sparse_active_preserving,chaotic,0.10019069634433773,0.34510128740827445
q3_radius1,q3r1_s3_0042,S3_sparse_active_preserving,emitter_or_generator,0.14012996957632556,0.46190989971455465
q3_radius1,q3r1_s3_0043,S3_sparse_active_preserving,transported_identity,0.13441618400255606,0.4530323238604667
q3_radius1,q3r1_s3_0044,S3_sparse_active_preserving,transported_identity,0.13063353932716984,0.4306068518562265
q3_radius1,q3r1_s3_0048,S3_sparse_active_preserving,transported_identity,0.10964490321430374,0.3614220883730753
q3_radius1,q3r1_s3_0047,S3_sparse_active_preserving,emitter_or_generator,0.16075004536633403,0.5894168330098914
q3_radius1,q3r1_s3_0045,S3_sparse_active_preserving,emitter_or_generator,0.12912488266865954,0.4543282908712095
q3_radius1,q3r1_s3_0046,S3_sparse_active_preserving,emitter_or_generator,0.15225691484509887,0.4793273245123483
q3_radius1,q3r1_s3_0049,S3_sparse_active_preserving,emitter_or_generator,0.13849423735595487,0.4565180416548142
q3_radius1,q3r1_s4_0000,S4_neighbor_dependent,emitter_or_generator,0.14803056304910764,0.5208482773950084
q3_radius1,q3r1_s4_0004,S4_neighbor_dependent,transported_identity,0.16485568897771377,0.5556247295174798
q3_radius1,q3r1_s4_0001,S4_neighbor_dependent,emitter_or_generator,0.12014129567260624,0.39602130795785023
q3_radius1,q3r1_s4_0002,S4_neighbor_dependent,chaotic,0.0782150115506717,0.27520096656717824
q3_radius1,q3r1_s4_0006,S4_neighbor_dependent,mixed,0.17703249701534704,0.622892119128073
q3_radius1,q3r1_s4_0005,S4_neighbor_dependent,chaotic,0.06523965853022638,0.21988181208335558
q3_radius1,q3r1_s4_0003,S4_neighbor_dependent,chaotic,0.10107939765094699,0.35564973247555426
q3_radius1,q3r1_s4_0007,S4_neighbor_dependent,transported_identity,0.1838147987863439,0.660371684528717
q3_radius1,q3r1_s4_0009,S4_neighbor_dependent,emitter_or_generator,0.17288902688551264,0.5955066481612102
q3_radius1,q3r1_s4_0011,S4_neighbor_dependent,transported_identity,0.07027691413234378,0.23165353176957765
q3_radius1,q3r1_s4_0008,S4_neighbor_dependent,chaotic,0.07944219987297937,0.273634244006929
q3_radius1,q3r1_s4_0010,S4_neighbor_dependent,transported_identity,0.08494329733800454,0.2925824686086823
q3_radius1,q3r1_s4_0013,S4_neighbor_dependent,transported_identity,0.12019316718967334,0.40509548941704715
q3_radius1,q3r1_s4_0014,S4_neighbor_dependent,mixed,0.1942954650805103,0.6692399352773133
q3_radius1,q3r1_s4_0012,S4_neighbor_dependent,chaotic,0.09535888713986938,0.33552201030694784
q3_radius1,q3r1_s4_0016,S4_neighbor_dependent,emitter_or_generator,0.1589201630065787,0.5827072643574552
q3_radius1,q3r1_s4_0015,S4_neighbor_dependent,chaotic,0.09424188617457267,0.31064918035322103
q3_radius1,q3r1_s4_0022,S4_neighbor_dependent,transported_identity,0.1480740595569918,0.5210013206634897
q3_radius1,q3r1_s4_0018,S4_neighbor_dependent,transported_identity,0.11530955934907439,0.388635922250584
q3_radius1,q3r1_s4_0020,S4_neighbor_dependent,transported_identity,0.12150416712937775,0.41851435344563453
q3_radius1,q3r1_s4_0017,S4_neighbor_dependent,emitter_or_generator,0.10796384616021368,0.36387814816960906
q3_radius1,q3r1_s4_0019,S4_neighbor_dependent,emitter_or_generator,0.12162024331979066,0.42792307834741156
q3_radius1,q3r1_s4_0021,S4_neighbor_dependent,chaotic,0.10576245487358925,0.3877956678698272
q3_radius1,q3r1_s4_0024,S4_neighbor_dependent,transported_identity,0.15715070811327808,0.5180152971141389
q3_radius1,q3r1_s4_0025,S4_neighbor_dependent,transported_identity,0.1631184128492957,0.5618523109253519
q3_radius1,q3r1_s4_0023,S4_neighbor_dependent,chaotic,0.10396252982201407,0.36579408641079025
q3_radius1,q3r1_s4_0026,S4_neighbor_dependent,emitter_or_generator,0.12076004729640714,0.4248964627095807
q3_radius1,q3r1_s4_0027,S4_neighbor_dependent,chaotic,0.10453385620822732,0.3755475574888167
q3_radius1,q3r1_s4_0028,S4_neighbor_dependent,emitter_or_generator,0.14142609711628945,0.4976103417054629
q3_radius1,q3r1_s4_0029,S4_neighbor_dependent,emitter_or_generator,0.1696562725529365,0.5969387367603322
q3_radius1,q3r1_s4_0030,S4_neighbor_dependent,transported_identity,0.08639656189055794,0.2911884122978064
q3_radius1,q3r1_s4_0031,S4_neighbor_dependent,transported_identity,0.19191737513957158,0.6326165328674767
q3_radius1,q3r1_s4_0033,S4_neighbor_dependent,emitter_or_generator,0.014394312128659418,0.04744791775743289
q3_radius1,q3r1_s4_0032,S4_neighbor_dependent,transported_identity,0.10255703150735831,0.3684456317116206
q3_radius1,q3r1_s4_0035,S4_neighbor_dependent,emitter_or_generator,0.13109059271737444,0.4612446780796508
q3_radius1,q3r1_s4_0036,S4_neighbor_dependent,transported_identity,0.12516913483837408,0.4125945555783442
q3_radius1,q3r1_s4_0034,S4_neighbor_dependent,chaotic,0.10076926003174046,0.3396297282551252
q3_radius1,q3r1_s4_0037,S4_neighbor_dependent,emitter_or_generator,0.10801583983401139,0.3480510394651478
q3_radius1,q3r1_s4_0038,S4_neighbor_dependent,chaotic,0.10354197264329544,0.3489747966866624
q3_radius1,q3r1_s4_0039,S4_neighbor_dependent,chaotic,0.10085524242831906,0.3548610381737152
q3_radius1,q3r1_s4_0040,S4_neighbor_dependent,emitter_or_generator,0.1188834527029971,0.4270998115626192
q3_radius1,q3r1_s4_0042,S4_neighbor_dependent,transported_identity,0.051822739888495575,0.1785005485048181
q3_radius1,q3r1_s4_0041,S4_neighbor_dependent,chaotic,0.04231929249637265,0.14576645193195026
q3_radius1,q3r1_s4_0044,S4_neighbor_dependent,chaotic,0.10698660370992359,0.3764343463867682
q3_radius1,q3r1_s4_0046,S4_neighbor_dependent,emitter_or_generator,0.17175729146514387,0.6043312107106914
q3_radius1,q3r1_s5_0001,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.13331706936697402,0.41970188504417744
q3_radius1,q3r1_s4_0043,S4_neighbor_dependent,emitter_or_generator,0.11421885408798889,0.41034180913092305
q3_radius1,q3r1_s4_0048,S4_neighbor_dependent,mixed,0.1303374680268306,0.4585947949092188
q3_radius1,q3r1_s4_0049,S4_neighbor_dependent,localized_persistence,0.02931244649032059,0.09879380113404346
q3_radius1,q3r1_s4_0047,S4_neighbor_dependent,emitter_or_generator,0.11446451824572937,0.3942666739575123
q3_radius1,q3r1_s5_0002,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.023332526120264846,0.0769109194334656
q3_radius1,q3r1_s4_0045,S4_neighbor_dependent,emitter_or_generator,0.10250006471590556,0.36824097323862365
q3_radius1,q3r1_s5_0000,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.1247960247801059,0.4206088242588754
q3_radius1,q3r1_s5_0003,S5_asymmetric_neighbor_dependent,transported_identity,0.05073091905045011,0.1784976781404726
q3_radius1,q3r1_s5_0006,S5_asymmetric_neighbor_dependent,chaotic,0.038556457416424265,0.13280557554546138
q3_radius1,q3r1_s5_0004,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.12719120584001195,0.46636775474671044
q3_radius1,q3r1_s5_0017,S5_asymmetric_neighbor_dependent,frozen_order,1.1592135569669772e-05,3.8211113544467025e-05
q3_radius1,q3r1_s5_0005,S5_asymmetric_neighbor_dependent,chaotic,0.09017251120243373,0.3172736505270817
q3_radius1,q3r1_s5_0014,S5_asymmetric_neighbor_dependent,transported_identity,0.028321183420838406,0.09125714657825709
q3_radius1,q3r1_s5_0013,S5_asymmetric_neighbor_dependent,transported_identity,0.09805100264985274,0.3377312313494928
q3_radius1,q3r1_s5_0007,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.13635300718692417,0.47976058084288137
q3_radius1,q3r1_s5_0009,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.14276255567079177,0.4811626876311871
q3_radius1,q3r1_s5_0011,S5_asymmetric_neighbor_dependent,transported_identity,0.10806799423427543,0.3642291657525579
q3_radius1,q3r1_s5_0010,S5_asymmetric_neighbor_dependent,transported_identity,0.13709523351773784,0.4823721179327813
q3_radius1,q3r1_s5_0020,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.283359576361872,0.9760163185797813
q3_radius1,q3r1_s5_0018,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.029234061892114728,0.10069510207283962
q3_radius1,q3r1_s5_0012,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.17605420291072194,0.6324910252718529
q3_radius1,q3r1_s5_0008,S5_asymmetric_neighbor_dependent,chaotic,0.09931544826943323,0.3420865440391589
q3_radius1,q3r1_s5_0016,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.19105787093550702,0.6439357872270792
q3_radius1,q3r1_s5_0015,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.107263788531927,0.3694641604988597
q3_radius1,q3r1_s5_0019,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.12368657565341008,0.4351935069286651
q3_radius1,q3r1_s5_0021,S5_asymmetric_neighbor_dependent,transported_identity,0.02922194784166491,0.10065337589906803
q3_radius1,q3r1_s5_0029,S5_asymmetric_neighbor_dependent,collapse,0.0040158433085718745,0.01383234917396979
q3_radius1,q3r1_s5_0023,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.13834708392045364,0.4867767767571517
q3_radius1,q3r1_s5_0022,S5_asymmetric_neighbor_dependent,chaotic,0.06950417166978369,0.2548486294558735
q3_radius1,q3r1_s5_0024,S5_asymmetric_neighbor_dependent,chaotic,0.03134020486671808,0.1056280978841239
q3_radius1,q3r1_s5_0028,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.18048656982604508,0.6350453382768253
q3_radius1,q3r1_s5_0025,S5_asymmetric_neighbor_dependent,chaotic,0.09463128209612492,0.3399716430860784
q3_radius1,q3r1_s5_0027,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.1312670301196497,0.46186547634691566
q3_radius1,q3r1_s5_0026,S5_asymmetric_neighbor_dependent,chaotic,0.09080443063129352,0.31277081661889994
q3_radius1,q3r1_s5_0034,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.1087832780329211,0.3827559782639816
q3_radius1,q3r1_s5_0032,S5_asymmetric_neighbor_dependent,chaotic,0.11031870963667251,0.3963301790650827
q3_radius1,q3r1_s5_0035,S5_asymmetric_neighbor_dependent,chaotic,0.10811620092936523,0.38040885512184064
q3_radius1,q3r1_s5_0033,S5_asymmetric_neighbor_dependent,chaotic,0.07249374112304421,0.26044047736797366
q3_radius1,q3r1_s5_0030,S5_asymmetric_neighbor_dependent,chaotic,0.09320260789998662,0.3141273081073623
q3_radius1,q3r1_s5_0037,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.16862121080576203,0.5683159327157165
q3_radius1,q3r1_s5_0031,S5_asymmetric_neighbor_dependent,chaotic,0.05174010411841787,0.16671811327045757
q3_radius1,q3r1_s5_0036,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.1138697487166722,0.3753484309549565
q3_radius1,q3r1_s5_0038,S5_asymmetric_neighbor_dependent,chaotic,0.09777304803376512,0.3367738321163021
q3_radius1,q3r1_s5_0039,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.14427038214279536,0.4755579263225477
q3_radius1,q3r1_s5_0040,S5_asymmetric_neighbor_dependent,chaotic,0.09482444655165595,0.31959350504447004
q3_radius1,q3r1_s5_0048,S5_asymmetric_neighbor_dependent,mixed,0.017335589954754507,0.05457500541311604
q3_radius1,q3r1_s5_0042,S5_asymmetric_neighbor_dependent,transported_identity,0.11978472018599233,0.4125918139739736
q3_radius1,q3r1_s5_0041,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.1659926563541183,0.547160978352464
q3_radius1,q3r1_s6_0003,S6_relation_rich_nonchaotic_bias,frozen_order,0.009490195276906477,0.029876540686557426
q3_radius1,q3r1_s6_0000,S6_relation_rich_nonchaotic_bias,frozen_order,0.0,0.0
q3_radius1,q3r1_s6_0004,S6_relation_rich_nonchaotic_bias,transported_identity,0.0345933621992049,0.1140299716936754
q3_radius1,q3r1_s5_0043,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.10663983669675053,0.35151649874114066
q3_radius1,q3r1_s5_0044,S5_asymmetric_neighbor_dependent,emitter_or_generator,0.13433571835679262,0.47266271273686294
q3_radius1,q3r1_s5_0045,S5_asymmetric_neighbor_dependent,transported_identity,0.16041599181075228,0.5881919699727584
